satisfaction,gender,age,customer_type,type_of_travel,class,flight_distance,"комфорт, еда, развлечения",сервис/обслуживание,интернет сервис,основные функции
0,0,24,0,1,0,1195,1.0,3.0,3.0,3.0
0,1,50,1,1,2,1195,3.0,3.0,4.0,2.0
1,0,24,1,1,2,1195,5.0,2.0,3.0,3.0
1,1,41,1,1,2,1195,2.0,4.0,1.0,4.0
0,0,41,1,1,2,1577,2.0,2.0,4.0,3.0
1,0,60,1,1,0,1195,3.0,5.0,2.0,3.0
1,1,16,1,1,2,1195,4.0,2.0,4.0,4.0
0,1,56,1,0,0,1195,1.0,4.0,3.0,3.0
0,1,41,1,0,0,1195,3.0,4.0,3.0,2.0
0,1,23,1,0,0,1195,1.0,4.0,3.0,3.0
1,1,10,1,1,1,1195,4.0,4.0,2.0,3.0
0,0,24,0,1,0,391,2.0,4.0,2.0,2.0
1,1,44,1,0,0,391,3.0,4.0,2.0,1.0
0,1,56,1,0,0,391,3.0,3.0,2.0,1.0
1,0,30,1,1,2,1768,3.0,2.0,1.0,4.0
1,1,25,0,1,0,599,2.0,3.0,3.0,3.0
0,0,30,0,1,0,599,2.0,3.0,2.0,3.0
0,0,39,1,0,0,599,4.0,3.0,3.0,3.0
0,1,10,1,0,0,599,4.0,3.0,3.0,3.0
0,0,42,0,1,0,802,3.0,3.0,1.0,4.0
1,1,40,1,1,2,3801,3.0,3.0,2.0,4.0
1,0,29,1,1,0,3801,3.0,2.0,4.0,3.0
0,1,25,0,1,0,993,3.0,2.0,2.0,4.0
1,0,18,1,1,2,3801,4.0,3.0,4.0,3.0
1,0,39,1,1,2,3801,3.0,2.0,2.0,3.0
1,0,59,1,1,2,1874,3.0,5.0,1.0,3.0
1,1,37,1,1,2,1874,3.0,4.0,1.0,3.0
1,1,30,1,1,2,1874,4.0,4.0,1.0,3.0
1,1,31,1,1,0,1874,3.0,3.0,1.0,3.0
0,1,50,0,1,0,769,4.0,3.0,1.0,2.0
1,1,24,1,1,2,1874,3.0,3.0,2.0,3.0
1,1,25,1,1,0,1874,4.0,3.0,1.0,4.0
1,0,47,1,1,0,1874,3.0,1.0,4.0,3.0
0,0,39,0,1,2,1874,0.0,3.0,2.0,3.0
1,0,39,1,1,2,1874,2.0,3.0,4.0,3.0
1,1,36,1,1,0,1874,1.0,3.0,3.0,2.0
0,1,41,1,1,2,1874,2.0,2.0,1.0,3.0
0,1,31,1,1,2,1874,2.0,3.0,4.0,3.0
1,0,48,1,1,2,1874,3.0,5.0,3.0,3.0
0,1,64,1,1,2,1874,3.0,2.0,3.0,3.0
0,1,36,1,1,0,1874,2.0,3.0,4.0,2.0
1,1,14,1,1,2,1874,4.0,4.0,1.0,3.0
1,1,49,1,1,2,1874,3.0,2.0,3.0,3.0
0,0,50,1,1,2,1874,2.0,2.0,3.0,3.0
0,1,55,0,1,0,374,1.0,3.0,3.0,4.0
0,1,46,1,0,0,1874,2.0,3.0,3.0,3.0
0,0,63,1,0,0,1874,3.0,2.0,3.0,4.0
0,1,8,1,0,0,1874,3.0,3.0,3.0,3.0
0,0,13,1,0,0,1874,1.0,2.0,2.0,3.0
0,1,47,1,0,0,1874,4.0,3.0,3.0,3.0
0,0,21,1,0,0,1874,2.0,3.0,3.0,3.0
0,0,58,1,0,0,1874,2.0,4.0,2.0,2.0
0,0,17,1,0,0,1874,2.0,2.0,2.0,3.0
0,0,21,1,0,0,1874,2.0,3.0,3.0,4.0
0,1,67,1,0,0,1874,2.0,3.0,4.0,3.0
0,0,43,1,0,0,1874,3.0,2.0,3.0,3.0
1,0,25,1,0,0,1874,2.0,2.0,2.0,1.0
0,0,20,1,0,0,1874,3.0,3.0,3.0,3.0
1,1,47,1,1,1,1874,4.0,2.0,4.0,3.0
0,1,31,1,1,1,1874,2.0,2.0,1.0,3.0
1,1,44,1,1,1,1874,4.0,2.0,4.0,4.0
1,0,22,1,1,1,1874,4.0,2.0,3.0,4.0
1,1,59,1,1,2,2133,3.0,3.0,4.0,4.0
1,0,42,1,1,2,2582,3.0,4.0,1.0,3.0
1,1,53,1,1,2,3716,3.0,5.0,3.0,3.0
1,0,54,1,1,2,1208,3.0,4.0,2.0,3.0
1,1,69,1,0,2,1208,2.0,1.0,4.0,3.0
0,1,38,1,0,2,1190,4.0,3.0,2.0,3.0
0,0,11,1,0,2,1208,4.0,2.0,2.0,2.0
1,1,55,1,1,2,3142,2.0,4.0,2.0,3.0
1,1,35,1,1,0,1190,3.0,3.0,3.0,3.0
1,1,60,1,1,2,2825,3.0,4.0,2.0,2.0
0,0,50,0,1,0,1190,5.0,2.0,3.0,3.0
1,0,22,1,1,2,3459,4.0,2.0,3.0,3.0
1,1,38,1,1,2,3273,3.0,2.0,4.0,2.0
1,1,39,1,1,2,1208,3.0,5.0,2.0,2.0
1,0,40,1,1,2,3778,3.0,5.0,3.0,3.0
1,0,43,1,1,0,1208,4.0,4.0,3.0,3.0
0,1,23,0,1,0,1208,1.0,2.0,2.0,3.0
1,1,49,1,1,0,1208,2.0,3.0,4.0,3.0
1,1,24,1,1,2,1190,4.0,2.0,1.0,3.0
0,1,58,1,1,2,1190,2.0,2.0,2.0,3.0
1,1,35,1,1,0,1190,4.0,3.0,1.0,4.0
0,1,49,0,1,0,1208,2.0,3.0,3.0,3.0
0,1,38,0,1,0,1208,1.0,3.0,2.0,3.0
1,1,25,1,1,0,1190,4.0,2.0,4.0,3.0
0,0,29,1,1,2,3709,3.0,3.0,1.0,3.0
1,1,36,1,1,0,1208,4.0,2.0,4.0,3.0
1,1,35,1,1,2,2653,3.0,3.0,2.0,3.0
1,1,26,1,1,2,1984,3.0,3.0,4.0,3.0
1,0,28,1,1,2,2254,4.0,1.0,1.0,3.0
1,1,31,1,1,0,1208,5.0,3.0,3.0,3.0
1,0,40,1,1,2,1190,3.0,4.0,5.0,2.0
1,1,20,1,1,2,2468,2.0,5.0,1.0,2.0
0,1,23,0,1,0,1190,1.0,2.0,2.0,3.0
1,0,41,1,1,0,1190,2.0,3.0,4.0,2.0
0,0,29,1,1,0,1208,1.0,3.0,3.0,2.0
0,1,7,1,1,0,1208,3.0,3.0,3.0,3.0
1,0,51,1,1,2,3802,3.0,4.0,4.0,3.0
1,1,25,1,1,2,3477,4.0,2.0,3.0,4.0
0,1,48,0,1,0,1208,2.0,3.0,3.0,3.0
1,1,20,1,1,2,2255,3.0,4.0,4.0,3.0
0,1,9,0,1,0,1208,4.0,2.0,3.0,2.0
0,1,49,1,1,2,3556,3.0,3.0,4.0,3.0
1,0,46,1,1,0,808,3.0,1.0,3.0,3.0
1,1,38,1,1,2,808,2.0,4.0,2.0,2.0
0,0,49,1,1,2,808,2.0,1.0,4.0,2.0
0,0,63,1,0,0,1208,3.0,1.0,3.0,4.0
0,1,17,1,0,0,1208,4.0,3.0,2.0,2.0
0,0,29,1,0,0,1208,2.0,2.0,2.0,3.0
0,1,27,1,0,0,1208,1.0,3.0,2.0,2.0
1,0,15,1,0,0,1190,2.0,4.0,4.0,4.0
0,0,64,1,0,0,1190,3.0,3.0,2.0,3.0
0,1,66,1,0,0,1190,5.0,2.0,2.0,1.0
0,1,20,1,0,0,1208,1.0,3.0,2.0,2.0
0,0,59,1,0,0,1190,4.0,1.0,2.0,4.0
0,0,62,1,0,0,1208,3.0,3.0,3.0,3.0
0,0,20,1,0,0,1208,3.0,3.0,3.0,2.0
1,1,21,1,0,0,1190,1.0,3.0,3.0,3.0
0,1,49,1,0,0,1208,1.0,3.0,2.0,2.0
0,1,46,1,0,0,1208,3.0,3.0,2.0,1.0
0,0,35,1,0,0,1208,4.0,3.0,3.0,2.0
1,0,61,1,0,0,1208,3.0,3.0,3.0,4.0
0,0,9,1,0,0,1208,1.0,2.0,3.0,4.0
0,0,30,1,0,0,1208,2.0,3.0,3.0,3.0
0,1,30,1,0,0,1208,2.0,2.0,2.0,1.0
0,0,59,1,0,0,1190,3.0,2.0,2.0,3.0
0,0,39,1,0,0,1190,4.0,3.0,3.0,3.0
0,1,44,1,0,0,1190,3.0,4.0,2.0,2.0
0,1,31,1,0,0,1208,2.0,2.0,2.0,3.0
1,0,33,1,1,1,1208,1.0,2.0,1.0,1.0
1,0,46,1,1,1,1190,3.0,5.0,1.0,4.0
1,1,22,1,1,1,1208,4.0,3.0,2.0,3.0
1,1,50,1,1,1,1208,3.0,3.0,4.0,3.0
0,1,46,1,1,1,1208,2.0,3.0,3.0,3.0
0,0,23,1,0,1,1208,2.0,4.0,2.0,1.0
0,0,11,1,0,1,1208,1.0,3.0,3.0,3.0
0,1,58,1,0,1,1208,2.0,3.0,3.0,3.0
1,0,22,1,1,0,1195,4.0,2.0,4.0,3.0
1,1,41,1,1,2,1195,3.0,3.0,2.0,2.0
0,0,39,0,1,2,1195,1.0,3.0,4.0,4.0
0,1,39,0,1,0,1195,1.0,3.0,3.0,2.0
1,0,27,1,1,0,1195,4.0,3.0,4.0,3.0
1,1,33,1,1,2,3836,4.0,3.0,5.0,3.0
1,0,21,0,1,2,1195,1.0,2.0,1.0,1.0
1,1,51,1,1,2,3780,3.0,4.0,3.0,3.0
1,0,37,1,1,2,3169,1.0,2.0,4.0,4.0
1,0,29,1,1,2,1195,4.0,2.0,4.0,3.0
0,1,26,0,1,0,1195,1.0,3.0,2.0,3.0
1,0,55,1,1,0,1195,2.0,3.0,1.0,4.0
0,1,10,0,1,0,1195,3.0,2.0,3.0,3.0
0,1,40,1,1,2,1195,3.0,3.0,3.0,3.0
1,0,38,1,1,0,1195,4.0,3.0,2.0,3.0
0,0,10,0,1,0,1195,2.0,3.0,3.0,2.0
0,1,50,1,0,0,1195,1.0,3.0,2.0,2.0
0,1,47,1,0,0,1195,3.0,4.0,3.0,3.0
0,0,12,1,0,0,1195,2.0,4.0,2.0,2.0
1,0,15,1,1,1,1195,4.0,3.0,4.0,3.0
1,1,65,1,1,2,3801,3.0,4.0,4.0,4.0
0,1,48,0,1,2,191,3.0,3.0,3.0,2.0
1,1,49,1,1,2,191,4.0,4.0,3.0,3.0
0,1,23,0,1,0,191,4.0,3.0,2.0,2.0
0,0,50,1,1,2,191,2.0,3.0,2.0,3.0
1,1,24,0,1,0,140,4.0,3.0,3.0,4.0
0,0,57,1,1,2,3363,3.0,2.0,1.0,3.0
0,0,8,1,1,2,191,2.0,1.0,4.0,2.0
1,0,56,1,0,2,140,4.0,2.0,1.0,2.0
1,1,57,1,0,2,191,3.0,3.0,3.0,4.0
0,1,48,0,1,0,191,4.0,2.0,3.0,2.0
1,0,42,1,1,2,3330,3.0,2.0,1.0,2.0
0,1,21,0,1,0,140,3.0,2.0,2.0,1.0
1,1,29,1,1,0,191,5.0,2.0,4.0,4.0
1,0,51,1,1,0,191,2.0,4.0,4.0,3.0
1,1,41,1,1,2,140,2.0,4.0,4.0,4.0
1,0,66,1,1,2,140,2.0,4.0,5.0,3.0
1,0,21,1,1,2,2241,4.0,3.0,2.0,0.0
1,0,43,1,1,2,191,3.0,2.0,2.0,2.0
1,1,37,1,1,2,2833,3.0,3.0,1.0,3.0
1,0,58,1,1,0,191,2.0,5.0,1.0,4.0
1,0,44,1,1,2,191,3.0,4.0,2.0,2.0
1,0,42,1,1,2,3767,2.0,5.0,2.0,3.0
1,1,43,1,1,0,191,4.0,3.0,2.0,4.0
1,0,33,1,1,0,191,4.0,3.0,3.0,3.0
0,1,27,0,1,0,140,5.0,1.0,3.0,2.0
1,1,30,1,1,2,3377,4.0,3.0,3.0,3.0
0,1,20,0,1,0,140,4.0,3.0,2.0,1.0
0,0,30,0,1,0,191,3.0,2.0,2.0,3.0
1,1,41,1,1,2,191,2.0,4.0,2.0,1.0
1,0,48,1,1,2,140,3.0,4.0,2.0,2.0
1,0,20,0,1,0,140,4.0,3.0,3.0,3.0
0,1,25,0,1,0,140,3.0,2.0,3.0,3.0
1,1,47,1,1,2,140,2.0,4.0,1.0,2.0
1,1,58,1,1,2,1521,2.0,5.0,2.0,3.0
1,0,59,1,1,0,191,3.0,4.0,4.0,2.0
0,0,33,0,1,0,140,2.0,1.0,3.0,2.0
1,1,36,1,1,2,224,2.0,3.0,2.0,4.0
1,1,37,1,1,2,191,3.0,3.0,3.0,2.0
1,0,53,1,1,2,191,3.0,5.0,3.0,3.0
0,1,26,0,1,0,191,3.0,2.0,3.0,4.0
0,1,45,1,1,2,140,3.0,3.0,1.0,3.0
1,0,47,1,1,2,1503,3.0,4.0,5.0,2.0
1,0,39,1,1,0,224,4.0,3.0,4.0,3.0
1,1,62,1,1,0,224,3.0,2.0,4.0,3.0
1,0,39,1,1,2,224,2.0,5.0,4.0,2.0
1,1,49,1,1,0,224,5.0,2.0,2.0,3.0
0,1,55,1,1,2,140,2.0,2.0,4.0,3.0
0,0,67,1,1,2,2796,2.0,3.0,1.0,3.0
1,1,37,1,1,0,140,3.0,2.0,2.0,4.0
0,0,66,1,1,0,224,2.0,2.0,2.0,3.0
1,1,50,1,1,0,191,4.0,3.0,4.0,3.0
0,0,39,1,1,0,191,1.0,3.0,3.0,2.0
0,1,39,0,1,0,191,3.0,4.0,2.0,1.0
1,0,57,1,1,2,1792,2.0,4.0,1.0,3.0
0,1,18,1,1,2,3028,3.0,2.0,2.0,3.0
0,0,57,1,1,2,2940,2.0,2.0,3.0,3.0
0,0,51,1,1,2,140,2.0,3.0,2.0,3.0
1,0,49,1,1,2,224,3.0,5.0,3.0,3.0
1,0,27,1,1,2,3018,4.0,3.0,1.0,3.0
0,0,45,1,1,2,191,3.0,1.0,3.0,3.0
0,0,51,1,1,2,140,2.0,2.0,1.0,4.0
0,1,15,1,1,2,3949,3.0,2.0,2.0,3.0
1,1,66,1,1,0,224,4.0,2.0,4.0,3.0
1,0,61,1,1,2,2976,4.0,4.0,4.0,2.0
1,1,20,1,1,2,191,4.0,3.0,1.0,3.0
1,1,58,1,1,2,1810,2.0,4.0,4.0,2.0
1,1,38,1,1,2,224,2.0,4.0,4.0,3.0
1,1,22,0,1,0,140,1.0,4.0,2.0,3.0
0,0,25,0,1,0,191,3.0,2.0,2.0,1.0
0,0,52,1,1,0,140,3.0,1.0,2.0,3.0
0,1,22,1,1,2,2055,3.0,3.0,1.0,3.0
1,0,58,1,1,2,2905,3.0,2.0,1.0,3.0
1,0,38,1,1,0,140,4.0,3.0,2.0,4.0
1,0,44,1,1,0,191,2.0,2.0,4.0,2.0
0,0,36,0,1,0,140,2.0,3.0,1.0,2.0
0,1,17,1,1,2,3401,3.0,3.0,4.0,3.0
0,1,47,1,1,2,2693,2.0,1.0,4.0,3.0
0,0,35,0,1,0,140,5.0,2.0,3.0,2.0
0,0,49,1,1,0,140,3.0,2.0,2.0,3.0
0,0,63,1,1,2,224,2.0,3.0,2.0,3.0
0,0,50,1,0,0,140,3.0,3.0,2.0,2.0
0,0,25,1,0,0,224,4.0,3.0,3.0,2.0
0,1,40,1,0,0,140,3.0,2.0,2.0,1.0
0,1,57,1,0,0,224,3.0,3.0,2.0,1.0
0,1,41,1,0,0,140,3.0,3.0,3.0,2.0
0,1,49,1,0,0,191,2.0,4.0,4.0,2.0
0,1,69,1,0,0,224,3.0,4.0,4.0,3.0
0,0,20,1,0,0,191,2.0,3.0,3.0,3.0
0,0,44,1,0,0,191,4.0,2.0,2.0,3.0
0,0,14,1,0,0,140,2.0,3.0,2.0,2.0
0,0,36,1,0,0,140,1.0,2.0,3.0,3.0
0,0,66,1,0,0,191,2.0,4.0,2.0,1.0
0,1,54,1,0,0,140,1.0,3.0,2.0,2.0
0,0,13,1,0,0,191,4.0,4.0,3.0,0.0
0,1,24,1,0,0,191,1.0,4.0,3.0,4.0
1,0,38,1,0,0,140,2.0,1.0,1.0,1.0
0,0,11,1,0,0,140,4.0,2.0,3.0,2.0
0,0,13,1,0,0,140,4.0,2.0,3.0,3.0
0,1,15,1,0,0,140,4.0,2.0,3.0,2.0
0,1,40,1,0,0,140,4.0,2.0,3.0,2.0
0,0,12,1,0,0,191,2.0,2.0,2.0,2.0
0,0,7,1,0,0,191,2.0,2.0,2.0,2.0
0,0,23,1,0,0,140,2.0,3.0,1.0,3.0
0,0,50,1,0,0,191,3.0,1.0,2.0,3.0
0,1,50,1,0,0,191,2.0,4.0,3.0,2.0
0,1,53,1,0,0,191,5.0,2.0,3.0,1.0
1,1,24,1,1,1,224,4.0,3.0,4.0,3.0
1,0,46,1,1,1,191,3.0,5.0,1.0,3.0
1,1,33,1,1,1,191,4.0,3.0,1.0,3.0
0,0,17,0,1,1,191,3.0,3.0,2.0,1.0
0,0,38,0,1,1,140,3.0,3.0,2.0,2.0
1,1,35,1,1,1,140,4.0,3.0,3.0,3.0
1,1,42,1,1,1,191,3.0,3.0,1.0,3.0
0,1,46,1,1,1,191,1.0,3.0,2.0,2.0
0,0,35,0,1,1,224,1.0,3.0,2.0,2.0
0,1,54,1,1,1,140,3.0,2.0,1.0,3.0
1,1,37,1,1,1,191,4.0,3.0,3.0,4.0
0,0,57,1,1,1,140,3.0,3.0,4.0,3.0
0,1,33,1,0,1,191,5.0,1.0,3.0,2.0
0,1,37,1,0,1,191,2.0,4.0,3.0,1.0
1,0,48,1,1,2,2007,3.0,2.0,5.0,3.0
1,0,24,1,1,2,2007,5.0,2.0,4.0,4.0
0,1,39,0,1,0,507,4.0,2.0,2.0,3.0
0,1,12,1,0,0,2007,1.0,4.0,2.0,2.0
0,0,44,1,0,0,2007,4.0,3.0,1.0,3.0
0,0,16,1,0,0,2007,2.0,4.0,3.0,2.0
0,0,32,1,0,0,2007,3.0,4.0,3.0,3.0
0,1,44,1,0,0,2007,3.0,3.0,2.0,2.0
1,0,32,1,1,2,3391,3.0,3.0,3.0,3.0
1,1,31,1,1,2,1117,4.0,3.0,4.0,4.0
1,1,32,1,1,2,2095,4.0,4.0,1.0,3.0
1,1,29,1,1,0,1117,4.0,4.0,4.0,4.0
0,1,48,0,1,0,1325,2.0,2.0,2.0,2.0
1,1,43,1,1,2,1325,3.0,4.0,3.0,3.0
1,0,23,1,1,2,3018,4.0,2.0,3.0,3.0
1,1,39,0,1,0,1325,3.0,3.0,2.0,3.0
1,1,40,1,1,0,1117,5.0,2.0,1.0,4.0
0,1,31,0,1,2,1117,2.0,2.0,2.0,2.0
1,1,53,1,1,0,1325,3.0,3.0,2.0,3.0
0,1,58,1,1,0,717,2.0,3.0,4.0,3.0
0,1,35,0,1,2,1117,2.0,2.0,2.0,3.0
0,1,38,0,1,0,925,4.0,3.0,3.0,2.0
1,0,36,1,1,0,925,2.0,3.0,3.0,2.0
0,1,66,1,0,0,1325,1.0,2.0,2.0,2.0
0,0,31,1,0,0,1325,1.0,2.0,2.0,3.0
0,1,69,1,0,0,1325,0.0,3.0,3.0,4.0
0,1,16,1,0,0,1117,3.0,4.0,3.0,3.0
1,0,11,0,0,0,1325,1.0,3.0,3.0,4.0
0,1,67,1,0,0,1117,2.0,4.0,3.0,2.0
0,0,24,1,0,0,1325,3.0,4.0,2.0,1.0
0,1,63,1,0,0,1117,3.0,4.0,2.0,1.0
0,1,41,1,0,0,1117,0.0,4.0,3.0,3.0
0,1,52,1,0,0,1117,4.0,3.0,3.0,2.0
0,0,37,1,0,0,1325,2.0,3.0,2.0,2.0
0,1,66,1,0,0,1325,1.0,4.0,2.0,2.0
0,0,22,0,1,0,1325,1.0,2.0,3.0,4.0
1,1,35,1,1,1,1117,3.0,3.0,4.0,3.0
1,0,55,1,1,2,1825,4.0,3.0,3.0,3.0
1,0,40,1,1,0,1825,3.0,4.0,1.0,3.0
1,1,27,1,1,0,1825,3.0,3.0,4.0,3.0
1,0,30,1,1,0,1825,3.0,3.0,4.0,3.0
1,1,26,1,1,2,1825,3.0,4.0,3.0,3.0
1,1,54,1,1,0,1825,4.0,2.0,4.0,3.0
0,0,53,1,1,2,1825,3.0,1.0,4.0,3.0
0,1,46,1,1,2,1825,3.0,1.0,4.0,2.0
1,0,33,1,1,0,1825,4.0,2.0,4.0,3.0
0,1,53,1,1,2,1825,3.0,0.0,3.0,2.0
0,0,25,1,1,0,325,3.0,2.0,4.0,3.0
0,0,64,1,0,0,1825,3.0,2.0,4.0,2.0
0,0,17,1,0,0,1825,4.0,3.0,3.0,3.0
0,1,10,1,0,0,1825,1.0,3.0,3.0,3.0
1,0,25,1,1,1,1825,4.0,4.0,1.0,4.0
1,0,44,1,1,1,325,3.0,3.0,4.0,2.0
0,0,8,1,0,1,1825,3.0,3.0,3.0,3.0
1,1,26,1,1,2,395,4.0,2.0,1.0,4.0
1,1,40,1,1,2,395,3.0,4.0,3.0,3.0
1,0,24,1,1,2,2876,3.0,3.0,1.0,3.0
1,1,40,1,1,2,395,2.0,5.0,2.0,4.0
0,1,20,1,0,0,395,4.0,3.0,3.0,2.0
0,1,12,1,0,0,395,3.0,3.0,3.0,2.0
1,0,54,1,1,2,691,4.0,4.0,3.0,3.0
1,1,11,1,0,2,1091,3.0,3.0,4.0,4.0
1,0,57,1,1,0,1091,3.0,4.0,3.0,4.0
1,0,23,1,1,0,1091,4.0,2.0,3.0,4.0
0,0,22,0,1,0,1091,2.0,2.0,2.0,2.0
1,1,54,1,1,0,691,3.0,3.0,2.0,4.0
1,0,42,1,1,2,3818,3.0,3.0,1.0,2.0
0,0,27,1,0,0,1091,3.0,3.0,4.0,3.0
0,1,31,1,0,0,1091,2.0,3.0,3.0,3.0
0,0,38,1,0,0,1091,4.0,2.0,3.0,3.0
0,0,28,1,0,0,1091,3.0,3.0,3.0,2.0
0,0,45,1,0,0,1091,3.0,3.0,3.0,3.0
1,1,56,1,1,1,1091,4.0,3.0,2.0,3.0
0,1,12,1,0,1,1091,4.0,3.0,3.0,3.0
1,0,41,1,1,2,1416,4.0,3.0,1.0,3.0
1,1,41,1,1,2,1416,3.0,3.0,2.0,3.0
1,0,18,1,1,2,1416,3.0,3.0,3.0,3.0
1,0,10,1,0,2,1416,2.0,3.0,3.0,3.0
0,0,68,1,0,2,1416,3.0,4.0,3.0,2.0
0,1,9,1,0,2,1416,3.0,3.0,2.0,3.0
1,1,44,1,1,2,1416,3.0,3.0,5.0,2.0
0,1,36,0,1,0,1416,3.0,2.0,2.0,3.0
0,0,21,0,1,0,1416,2.0,3.0,2.0,2.0
0,1,38,0,1,0,1416,4.0,2.0,1.0,2.0
1,1,51,1,1,0,1416,4.0,2.0,4.0,3.0
1,1,36,1,1,2,1416,2.0,3.0,3.0,4.0
1,1,26,1,1,2,1416,4.0,1.0,4.0,3.0
1,0,41,1,1,0,1416,5.0,2.0,2.0,3.0
1,0,22,0,1,0,1416,1.0,3.0,3.0,4.0
0,1,27,0,1,0,1416,2.0,3.0,2.0,2.0
1,1,24,1,1,2,1416,3.0,3.0,3.0,3.0
1,0,25,1,1,2,1416,3.0,3.0,2.0,4.0
0,0,20,0,1,0,1416,2.0,3.0,2.0,3.0
1,0,25,1,1,2,1416,3.0,4.0,3.0,3.0
0,0,48,1,1,2,1416,2.0,1.0,3.0,3.0
1,1,22,1,1,2,1416,4.0,3.0,4.0,3.0
0,0,43,1,1,0,1416,2.0,3.0,3.0,3.0
1,0,32,1,1,2,1416,1.0,3.0,4.0,2.0
1,0,18,0,1,0,1416,3.0,1.0,2.0,3.0
0,0,39,0,1,2,1416,3.0,2.0,1.0,2.0
1,1,36,1,1,2,1416,3.0,4.0,3.0,3.0
0,0,60,1,1,2,1416,2.0,1.0,1.0,3.0
1,0,44,1,1,2,1416,3.0,4.0,1.0,2.0
0,1,39,0,1,0,1416,4.0,3.0,3.0,3.0
1,1,54,1,1,2,1416,2.0,4.0,5.0,2.0
0,1,60,1,1,2,1416,2.0,3.0,3.0,4.0
1,0,21,1,1,2,1416,4.0,2.0,2.0,3.0
0,1,41,1,1,0,1416,2.0,3.0,2.0,3.0
0,0,52,1,1,2,1416,3.0,3.0,4.0,3.0
0,0,52,1,1,2,1416,3.0,1.0,1.0,3.0
0,0,46,1,1,2,1416,3.0,1.0,3.0,2.0
1,1,51,1,1,0,1416,4.0,3.0,3.0,3.0
0,1,56,1,1,2,1416,2.0,1.0,1.0,2.0
1,1,33,1,1,2,1416,2.0,2.0,3.0,3.0
0,1,36,1,1,0,1016,1.0,3.0,4.0,2.0
0,1,43,0,1,0,1016,1.0,3.0,2.0,3.0
1,0,7,1,1,0,1016,2.0,5.0,1.0,4.0
0,0,69,1,1,0,1016,2.0,2.0,2.0,3.0
0,1,59,0,1,0,1016,3.0,3.0,2.0,2.0
0,0,64,1,0,0,1416,3.0,3.0,3.0,4.0
0,0,28,1,0,0,1416,3.0,3.0,2.0,2.0
0,0,66,1,0,0,1416,3.0,1.0,2.0,4.0
0,0,34,1,0,0,1416,1.0,3.0,3.0,1.0
0,0,57,1,0,0,1416,2.0,3.0,3.0,2.0
0,1,15,1,0,0,1416,5.0,2.0,3.0,3.0
0,0,50,1,0,0,1416,3.0,4.0,2.0,3.0
0,0,49,1,0,0,1416,3.0,4.0,3.0,3.0
0,0,50,1,0,0,1416,3.0,3.0,1.0,3.0
1,1,41,1,1,1,1416,4.0,4.0,3.0,3.0
1,1,26,1,1,1,1416,5.0,2.0,2.0,2.0
1,1,56,1,1,1,1416,4.0,3.0,1.0,3.0
0,0,55,1,1,1,1416,2.0,1.0,4.0,3.0
1,0,29,1,1,1,1416,3.0,2.0,1.0,1.0
1,1,50,1,1,1,1416,4.0,1.0,1.0,3.0
1,1,57,1,1,2,1400,3.0,2.0,4.0,3.0
1,0,41,1,1,2,1400,3.0,4.0,2.0,4.0
1,0,50,1,1,2,1400,3.0,4.0,4.0,3.0
0,0,29,0,1,2,1400,2.0,4.0,2.0,2.0
0,0,24,1,1,2,1400,2.0,3.0,1.0,3.0
1,1,51,1,1,2,3474,3.0,4.0,4.0,3.0
0,1,59,1,1,2,2377,1.0,1.0,3.0,3.0
0,1,12,1,0,2,1400,1.0,4.0,2.0,2.0
0,1,10,1,0,2,1400,3.0,3.0,2.0,2.0
0,1,65,1,0,2,1400,2.0,1.0,3.0,2.0
1,0,38,1,1,2,1400,3.0,3.0,2.0,2.0
1,0,23,1,1,0,1400,4.0,3.0,2.0,1.0
1,1,29,1,1,2,1372,2.0,3.0,5.0,2.0
1,0,40,1,1,0,1400,3.0,3.0,4.0,3.0
1,1,27,1,1,2,1400,4.0,2.0,3.0,3.0
0,0,35,0,1,0,1400,2.0,3.0,3.0,3.0
1,0,22,1,1,2,1400,5.0,2.0,4.0,3.0
1,1,24,0,1,0,1337,1.0,3.0,4.0,4.0
1,0,29,1,1,2,1400,4.0,3.0,2.0,3.0
1,1,28,1,1,2,1400,3.0,3.0,2.0,4.0
0,0,23,0,1,0,1400,4.0,2.0,2.0,2.0
1,0,44,1,1,2,1400,3.0,3.0,2.0,4.0
1,0,29,1,1,2,1400,2.0,4.0,3.0,3.0
1,0,51,1,1,2,1504,3.0,2.0,4.0,2.0
1,0,52,1,1,2,1400,2.0,3.0,4.0,3.0
0,1,22,1,1,2,1372,3.0,3.0,2.0,3.0
0,1,40,1,1,2,1400,3.0,3.0,2.0,3.0
1,1,43,1,1,2,1400,2.0,4.0,4.0,3.0
1,1,22,1,1,2,1400,4.0,2.0,3.0,3.0
1,1,47,1,1,2,1400,2.0,4.0,3.0,3.0
1,1,22,1,1,0,1400,4.0,2.0,4.0,3.0
1,1,37,1,1,0,1400,4.0,2.0,2.0,3.0
1,1,24,1,1,2,1504,4.0,3.0,2.0,3.0
1,1,60,1,1,0,1372,4.0,2.0,4.0,3.0
1,1,42,1,1,0,1400,1.0,3.0,4.0,2.0
1,0,34,1,1,2,1569,3.0,3.0,2.0,2.0
1,0,31,1,1,2,1400,4.0,2.0,3.0,3.0
0,0,37,1,1,0,1400,2.0,3.0,4.0,2.0
1,0,36,1,1,0,1400,5.0,2.0,4.0,4.0
0,1,55,1,1,0,1400,1.0,3.0,2.0,2.0
